key_size,outsize,internal_threads,external_threads,enc_mode,refresh,implementation,one_way_mix_type,fanout,time
16000000,1048576,128,1,ctr,false,xkcp-turboshake128,none,10,16.05
16000000,10485760,128,1,ctr,false,xkcp-turboshake128,none,10,14.95
16000000,10485760,128,1,ctr,false,xkcp-turboshake128,none,10,14.96
16000000,10485760,128,1,ctr,false,xkcp-turboshake128,none,10,15.03
16000000,10485760,128,1,ctr,false,xkcp-turboshake128,none,10,15.22
16000000,10485760,128,1,ctr,false,xkcp-turboshake128,none,10,15.20
16000000,104857600,128,1,ctr,false,xkcp-turboshake128,none,10,161.52
16000000,104857600,128,1,ctr,false,xkcp-turboshake128,none,10,106.49
16000000,104857600,128,1,ctr,false,xkcp-turboshake128,none,10,107.08
16000000,104857600,128,1,ctr,false,xkcp-turboshake128,none,10,106.82
16000000,104857600,128,1,ctr,false,xkcp-turboshake128,none,10,105.53
16000000,1073741824,128,1,ctr,false,xkcp-turboshake128,none,10,1577.82
16000000,1073741824,128,1,ctr,false,xkcp-turboshake128,none,10,1030.24
16000000,1073741824,128,1,ctr,false,xkcp-turboshake128,none,10,1032.56
16000000,1073741824,128,1,ctr,false,xkcp-turboshake128,none,10,1030.54
16000000,1073741824,128,1,ctr,false,xkcp-turboshake128,none,10,1033.78
16000000,10737418240,128,1,ctr,false,xkcp-turboshake128,none,10,15643.00
16000000,10737418240,128,1,ctr,false,xkcp-turboshake128,none,10,10196.43
16000000,10737418240,128,1,ctr,false,xkcp-turboshake128,none,10,10212.30
16000000,10737418240,128,1,ctr,false,xkcp-turboshake128,none,10,10185.24
16000000,10737418240,128,1,ctr,false,xkcp-turboshake128,none,10,10205.59
16000000,107374182400,128,1,ctr,false,xkcp-turboshake128,none,10,101447.48
16000000,107374182400,128,1,ctr,false,xkcp-turboshake128,none,10,101463.35
16000000,107374182400,128,1,ctr,false,xkcp-turboshake128,none,10,101492.47
16000000,107374182400,128,1,ctr,false,xkcp-turboshake128,none,10,101544.69
16000000,107374182400,128,1,ctr,false,xkcp-turboshake128,none,10,101532.63
160000000,1048576,1,1,ctr,false,xkcp-turboshake128,none,10,1340.79
160000000,1048576,1,1,ctr,false,xkcp-turboshake128,none,10,1298.69
160000000,1048576,1,1,ctr,false,xkcp-turboshake128,none,10,1290.07
160000000,1048576,1,1,ctr,false,xkcp-turboshake128,none,10,1282.91
160000000,1048576,1,1,ctr,false,xkcp-turboshake128,none,10,1278.65
160000000,10485760,1,1,ctr,false,xkcp-turboshake128,none,10,1276.90
160000000,10485760,1,1,ctr,false,xkcp-turboshake128,none,10,1272.22
160000000,10485760,1,1,ctr,false,xkcp-turboshake128,none,10,1268.40
160000000,10485760,1,1,ctr,false,xkcp-turboshake128,none,10,1265.26
160000000,10485760,1,1,ctr,false,xkcp-turboshake128,none,10,1263.86
160000000,104857600,1,1,ctr,false,xkcp-turboshake128,none,10,1322.45
160000000,104857600,1,1,ctr,false,xkcp-turboshake128,none,10,1263.97
160000000,104857600,1,1,ctr,false,xkcp-turboshake128,none,10,1264.78
160000000,104857600,1,1,ctr,false,xkcp-turboshake128,none,10,1266.94
160000000,104857600,1,1,ctr,false,xkcp-turboshake128,none,10,1259.18
160000000,1073741824,1,1,ctr,false,xkcp-turboshake128,none,10,8996.70
160000000,1073741824,1,1,ctr,false,xkcp-turboshake128,none,10,8371.88
160000000,1073741824,1,1,ctr,false,xkcp-turboshake128,none,10,8307.59
160000000,1073741824,1,1,ctr,false,xkcp-turboshake128,none,10,8277.60
160000000,1073741824,1,1,ctr,false,xkcp-turboshake128,none,10,8280.63
160000000,10737418240,1,1,ctr,false,xkcp-turboshake128,none,10,83674.54
160000000,10737418240,1,1,ctr,false,xkcp-turboshake128,none,10,77985.53
160000000,10737418240,1,1,ctr,false,xkcp-turboshake128,none,10,77828.01
160000000,10737418240,1,1,ctr,false,xkcp-turboshake128,none,10,78251.62
160000000,10737418240,1,1,ctr,false,xkcp-turboshake128,none,10,90136.80
160000000,107374182400,1,1,ctr,false,xkcp-turboshake128,none,10,844069.53
160000000,107374182400,1,1,ctr,false,xkcp-turboshake128,none,10,998934.50
160000000,107374182400,1,1,ctr,false,xkcp-turboshake128,none,10,807880.12
160000000,107374182400,1,1,ctr,false,xkcp-turboshake128,none,10,805346.52
160000000,107374182400,1,1,ctr,false,xkcp-turboshake128,none,10,806691.45
160000000,1048576,2,1,ctr,false,xkcp-turboshake128,none,10,722.85
160000000,1048576,2,1,ctr,false,xkcp-turboshake128,none,10,722.45
160000000,1048576,2,1,ctr,false,xkcp-turboshake128,none,10,717.58
160000000,1048576,2,1,ctr,false,xkcp-turboshake128,none,10,709.32
160000000,1048576,2,1,ctr,false,xkcp-turboshake128,none,10,704.59
160000000,10485760,2,1,ctr,false,xkcp-turboshake128,none,10,716.29
160000000,10485760,2,1,ctr,false,xkcp-turboshake128,none,10,717.09
160000000,10485760,2,1,ctr,false,xkcp-turboshake128,none,10,715.05
160000000,10485760,2,1,ctr,false,xkcp-turboshake128,none,10,718.91
160000000,10485760,2,1,ctr,false,xkcp-turboshake128,none,10,722.98
160000000,104857600,2,1,ctr,false,xkcp-turboshake128,none,10,777.66
160000000,104857600,2,1,ctr,false,xkcp-turboshake128,none,10,722.59
160000000,104857600,2,1,ctr,false,xkcp-turboshake128,none,10,716.32
160000000,104857600,2,1,ctr,false,xkcp-turboshake128,none,10,725.33
160000000,104857600,2,1,ctr,false,xkcp-turboshake128,none,10,721.37
160000000,1073741824,2,1,ctr,false,xkcp-turboshake128,none,10,5431.71
160000000,1073741824,2,1,ctr,false,xkcp-turboshake128,none,10,4926.24
160000000,1073741824,2,1,ctr,false,xkcp-turboshake128,none,10,4898.43
160000000,1073741824,2,1,ctr,false,xkcp-turboshake128,none,10,4918.57
160000000,1073741824,2,1,ctr,false,xkcp-turboshake128,none,10,4899.00
160000000,10737418240,2,1,ctr,false,xkcp-turboshake128,none,10,52460.24
160000000,10737418240,2,1,ctr,false,xkcp-turboshake128,none,10,47203.70
160000000,10737418240,2,1,ctr,false,xkcp-turboshake128,none,10,47592.40
160000000,10737418240,2,1,ctr,false,xkcp-turboshake128,none,10,47172.99
160000000,10737418240,2,1,ctr,false,xkcp-turboshake128,none,10,47817.83
160000000,107374182400,2,1,ctr,false,xkcp-turboshake128,none,10,477811.44
160000000,107374182400,2,1,ctr,false,xkcp-turboshake128,none,10,477153.49
160000000,107374182400,2,1,ctr,false,xkcp-turboshake128,none,10,477575.93
160000000,107374182400,2,1,ctr,false,xkcp-turboshake128,none,10,477556.03
160000000,107374182400,2,1,ctr,false,xkcp-turboshake128,none,10,478376.27
160000000,1048576,4,1,ctr,false,xkcp-turboshake128,none,10,419.48
160000000,1048576,4,1,ctr,false,xkcp-turboshake128,none,10,415.11
160000000,1048576,4,1,ctr,false,xkcp-turboshake128,none,10,426.77
160000000,1048576,4,1,ctr,false,xkcp-turboshake128,none,10,431.36
160000000,1048576,4,1,ctr,false,xkcp-turboshake128,none,10,399.50
160000000,10485760,4,1,ctr,false,xkcp-turboshake128,none,10,431.61
160000000,10485760,4,1,ctr,false,xkcp-turboshake128,none,10,421.69
160000000,10485760,4,1,ctr,false,xkcp-turboshake128,none,10,414.63
160000000,10485760,4,1,ctr,false,xkcp-turboshake128,none,10,392.92
160000000,10485760,4,1,ctr,false,xkcp-turboshake128,none,10,409.73
160000000,104857600,4,1,ctr,false,xkcp-turboshake128,none,10,463.29
160000000,104857600,4,1,ctr,false,xkcp-turboshake128,none,10,430.31
160000000,104857600,4,1,ctr,false,xkcp-turboshake128,none,10,438.85
160000000,104857600,4,1,ctr,false,xkcp-turboshake128,none,10,435.43
160000000,104857600,4,1,ctr,false,xkcp-turboshake128,none,10,431.70
160000000,1073741824,4,1,ctr,false,xkcp-turboshake128,none,10,3225.36
160000000,1073741824,4,1,ctr,false,xkcp-turboshake128,none,10,2870.35
160000000,1073741824,4,1,ctr,false,xkcp-turboshake128,none,10,2846.00
160000000,1073741824,4,1,ctr,false,xkcp-turboshake128,none,10,2946.65
160000000,1073741824,4,1,ctr,false,xkcp-turboshake128,none,10,2880.01
160000000,10737418240,4,1,ctr,false,xkcp-turboshake128,none,10,31898.85
160000000,10737418240,4,1,ctr,false,xkcp-turboshake128,none,10,28593.83
160000000,10737418240,4,1,ctr,false,xkcp-turboshake128,none,10,28327.57
160000000,10737418240,4,1,ctr,false,xkcp-turboshake128,none,10,27920.23
160000000,10737418240,4,1,ctr,false,xkcp-turboshake128,none,10,28348.94
160000000,107374182400,4,1,ctr,false,xkcp-turboshake128,none,10,280253.90
160000000,107374182400,4,1,ctr,false,xkcp-turboshake128,none,10,279876.22
160000000,107374182400,4,1,ctr,false,xkcp-turboshake128,none,10,280137.51
160000000,107374182400,4,1,ctr,false,xkcp-turboshake128,none,10,279840.71
160000000,107374182400,4,1,ctr,false,xkcp-turboshake128,none,10,280274.90
160000000,1048576,8,1,ctr,false,xkcp-turboshake128,none,10,282.55
160000000,1048576,8,1,ctr,false,xkcp-turboshake128,none,10,285.02
160000000,1048576,8,1,ctr,false,xkcp-turboshake128,none,10,269.82
160000000,1048576,8,1,ctr,false,xkcp-turboshake128,none,10,283.15
160000000,1048576,8,1,ctr,false,xkcp-turboshake128,none,10,281.37
160000000,10485760,8,1,ctr,false,xkcp-turboshake128,none,10,270.86
160000000,10485760,8,1,ctr,false,xkcp-turboshake128,none,10,292.61
160000000,10485760,8,1,ctr,false,xkcp-turboshake128,none,10,286.11
160000000,10485760,8,1,ctr,false,xkcp-turboshake128,none,10,285.47
160000000,10485760,8,1,ctr,false,xkcp-turboshake128,none,10,283.80
160000000,104857600,8,1,ctr,false,xkcp-turboshake128,none,10,316.53
160000000,104857600,8,1,ctr,false,xkcp-turboshake128,none,10,280.83
160000000,104857600,8,1,ctr,false,xkcp-turboshake128,none,10,281.62
160000000,104857600,8,1,ctr,false,xkcp-turboshake128,none,10,291.25
160000000,104857600,8,1,ctr,false,xkcp-turboshake128,none,10,284.00
160000000,1073741824,8,1,ctr,false,xkcp-turboshake128,none,10,2218.54
160000000,1073741824,8,1,ctr,false,xkcp-turboshake128,none,10,1926.42
160000000,1073741824,8,1,ctr,false,xkcp-turboshake128,none,10,1897.01
160000000,1073741824,8,1,ctr,false,xkcp-turboshake128,none,10,1916.17
160000000,1073741824,8,1,ctr,false,xkcp-turboshake128,none,10,1913.51
160000000,10737418240,8,1,ctr,false,xkcp-turboshake128,none,10,21327.14
160000000,10737418240,8,1,ctr,false,xkcp-turboshake128,none,10,18609.05
160000000,10737418240,8,1,ctr,false,xkcp-turboshake128,none,10,18553.41
160000000,10737418240,8,1,ctr,false,xkcp-turboshake128,none,10,18536.18
160000000,10737418240,8,1,ctr,false,xkcp-turboshake128,none,10,17929.47
160000000,107374182400,8,1,ctr,false,xkcp-turboshake128,none,10,193916.54
160000000,107374182400,8,1,ctr,false,xkcp-turboshake128,none,10,193538.41
160000000,107374182400,8,1,ctr,false,xkcp-turboshake128,none,10,193538.64
160000000,107374182400,8,1,ctr,false,xkcp-turboshake128,none,10,193748.17
160000000,107374182400,8,1,ctr,false,xkcp-turboshake128,none,10,193916.54
